# lambda albedo      g      Cext         K
 21750.0 0.5621 0.1821 1.303e-23 1.045e+03
 21880.0 0.5599 0.1792 1.292e-23 1.041e+03
 22000.0 0.5578 0.1764 1.282e-23 1.038e+03
 22130.0 0.5556 0.1735 1.271e-23 1.034e+03
 22260.0 0.5535 0.1706 1.261e-23 1.031e+03
 22390.0 0.5513 0.1677 1.250e-23 1.027e+03
 22520.0 0.5491 0.1648 1.240e-23 1.024e+03
 22650.0 0.5469 0.1618 1.230e-23 1.020e+03
 22780.0 0.5446 0.1589 1.219e-23 1.017e+03
 22910.0 0.5424 0.1559 1.209e-23 1.013e+03
 23040.0 0.5402 0.1529 1.199e-23 1.010e+03
 23170.0 0.5379 0.1499 1.189e-23 1.006e+03
 23310.0 0.5357 0.1469 1.179e-23 1.002e+03
 23440.0 0.5334 0.1439 1.169e-23 9.988e+02
 23580.0 0.5311 0.1409 1.159e-23 9.952e+02
 23710.0 0.5288 0.1378 1.149e-23 9.916e+02
 23850.0 0.5266 0.1348 1.140e-23 9.879e+02
 23990.0 0.5243 0.1318 1.130e-23 9.842e+02
 24130.0 0.5220 0.1288 1.120e-23 9.805e+02
 24270.0 0.5197 0.1257 1.111e-23 9.768e+02
 24410.0 0.5174 0.1227 1.101e-23 9.730e+02
 24550.0 0.5151 0.1197 1.092e-23 9.692e+02
 24690.0 0.5128 0.1167 1.082e-23 9.654e+02
 24830.0 0.5104 0.1137 1.073e-23 9.616e+02
 24970.0 0.5081 0.1107 1.063e-23 9.578e+02
 25120.0 0.5058 0.1077 1.054e-23 9.540e+02
 25260.0 0.5034 0.1048 1.045e-23 9.502e+02
 25410.0 0.5010 0.1019 1.036e-23 9.464e+02
 25560.0 0.4987 0.0989 1.027e-23 9.425e+02
 25700.0 0.4963 0.0960 1.018e-23 9.386e+02
 25850.0 0.4939 0.0932 1.009e-23 9.347e+02
 26000.0 0.4916 0.0903 9.999e-24 9.308e+02
 26150.0 0.4892 0.0875 9.910e-24 9.269e+02
 26300.0 0.4868 0.0847 9.822e-24 9.229e+02
 26450.0 0.4844 0.0819 9.734e-24 9.189e+02
 26610.0 0.4820 0.0791 9.646e-24 9.149e+02
 26760.0 0.4795 0.0763 9.558e-24 9.109e+02
 26920.0 0.4770 0.0736 9.472e-24 9.070e+02
 27070.0 0.4746 0.0709 9.386e-24 9.029e+02
 27230.0 0.4722 0.0683 9.301e-24 8.988e+02
 27380.0 0.4697 0.0657 9.216e-24 8.948e+02
 27540.0 0.4673 0.0631 9.131e-24 8.906e+02
 27700.0 0.4648 0.0606 9.047e-24 8.865e+02
 27860.0 0.4624 0.0581 8.964e-24 8.824e+02
 28020.0 0.4599 0.0556 8.881e-24 8.782e+02
 28180.0 0.4574 0.0532 8.798e-24 8.741e+02
 28350.0 0.4549 0.0508 8.716e-24 8.699e+02
 28510.0 0.4524 0.0485 8.634e-24 8.657e+02
