# lambda albedo      g      Cext         K
 22780.0 0.4575 0.1840 6.138e-24 9.498e+02
 22910.0 0.4559 0.1825 6.087e-24 9.447e+02
 23040.0 0.4543 0.1811 6.037e-24 9.396e+02
 23170.0 0.4527 0.1796 5.987e-24 9.346e+02
 23310.0 0.4511 0.1781 5.937e-24 9.296e+02
 23440.0 0.4495 0.1767 5.888e-24 9.246e+02
 23580.0 0.4479 0.1752 5.839e-24 9.196e+02
 23710.0 0.4463 0.1737 5.791e-24 9.146e+02
 23850.0 0.4447 0.1721 5.743e-24 9.097e+02
 23990.0 0.4430 0.1706 5.695e-24 9.047e+02
 24130.0 0.4414 0.1690 5.647e-24 8.998e+02
 24270.0 0.4397 0.1675 5.600e-24 8.949e+02
 24410.0 0.4381 0.1659 5.553e-24 8.900e+02
 24550.0 0.4364 0.1642 5.506e-24 8.851e+02
 24690.0 0.4348 0.1626 5.460e-24 8.803e+02
 24830.0 0.4331 0.1610 5.414e-24 8.754e+02
 24970.0 0.4314 0.1594 5.368e-24 8.707e+02
 25120.0 0.4297 0.1578 5.323e-24 8.659e+02
 25260.0 0.4280 0.1561 5.278e-24 8.612e+02
 25410.0 0.4263 0.1545 5.234e-24 8.565e+02
 25560.0 0.4246 0.1529 5.190e-24 8.518e+02
 25700.0 0.4229 0.1512 5.146e-24 8.471e+02
 25850.0 0.4212 0.1495 5.103e-24 8.425e+02
 26000.0 0.4194 0.1479 5.060e-24 8.379e+02
 26150.0 0.4177 0.1462 5.017e-24 8.333e+02
 26300.0 0.4160 0.1445 4.975e-24 8.287e+02
 26450.0 0.4142 0.1427 4.932e-24 8.241e+02
 26610.0 0.4124 0.1410 4.890e-24 8.196e+02
 26760.0 0.4106 0.1392 4.848e-24 8.151e+02
 26920.0 0.4088 0.1374 4.807e-24 8.106e+02
 27070.0 0.4070 0.1357 4.766e-24 8.061e+02
 27230.0 0.4052 0.1339 4.725e-24 8.017e+02
 27380.0 0.4034 0.1322 4.685e-24 7.972e+02
 27540.0 0.4016 0.1304 4.644e-24 7.928e+02
 27700.0 0.3997 0.1286 4.605e-24 7.884e+02
 27860.0 0.3979 0.1268 4.565e-24 7.840e+02
 28020.0 0.3961 0.1250 4.526e-24 7.796e+02
 28180.0 0.3942 0.1233 4.487e-24 7.753e+02
 28350.0 0.3924 0.1214 4.448e-24 7.710e+02
 28510.0 0.3905 0.1196 4.410e-24 7.667e+02
