# lambda albedo      g      Cext         K
 22650.0 0.5185 0.0950 1.234e-23 1.048e+03
 22780.0 0.5161 0.0917 1.225e-23 1.045e+03
 22910.0 0.5138 0.0885 1.215e-23 1.042e+03
 23040.0 0.5115 0.0854 1.205e-23 1.039e+03
 23170.0 0.5092 0.0823 1.196e-23 1.035e+03
 23310.0 0.5068 0.0793 1.186e-23 1.032e+03
 23440.0 0.5045 0.0764 1.177e-23 1.028e+03
 23580.0 0.5022 0.0735 1.167e-23 1.025e+03
 23710.0 0.4998 0.0706 1.158e-23 1.021e+03
 23850.0 0.4974 0.0679 1.148e-23 1.018e+03
 23990.0 0.4950 0.0651 1.139e-23 1.014e+03
 24130.0 0.4926 0.0625 1.129e-23 1.010e+03
 24270.0 0.4902 0.0598 1.120e-23 1.007e+03
 24410.0 0.4878 0.0572 1.110e-23 1.003e+03
 24550.0 0.4854 0.0547 1.101e-23 9.989e+02
 24690.0 0.4830 0.0522 1.091e-23 9.950e+02
 24830.0 0.4805 0.0498 1.082e-23 9.910e+02
 24970.0 0.4780 0.0474 1.072e-23 9.870e+02
 25120.0 0.4755 0.0451 1.063e-23 9.830e+02
 25260.0 0.4730 0.0428 1.053e-23 9.789e+02
 25410.0 0.4705 0.0405 1.044e-23 9.747e+02
 25560.0 0.4679 0.0383 1.034e-23 9.705e+02
 25700.0 0.4654 0.0361 1.025e-23 9.663e+02
 25850.0 0.4628 0.0340 1.015e-23 9.620e+02
 26000.0 0.4602 0.0319 1.006e-23 9.577e+02
 26150.0 0.4575 0.0298 9.964e-24 9.533e+02
 26300.0 0.4549 0.0278 9.869e-24 9.489e+02
 26450.0 0.4522 0.0258 9.775e-24 9.444e+02
 26610.0 0.4495 0.0238 9.680e-24 9.398e+02
 26760.0 0.4468 0.0219 9.585e-24 9.352e+02
 26920.0 0.4440 0.0200 9.491e-24 9.307e+02
 27070.0 0.4413 0.0182 9.397e-24 9.260e+02
 27230.0 0.4385 0.0164 9.304e-24 9.214e+02
 27380.0 0.4357 0.0146 9.210e-24 9.167e+02
 27540.0 0.4329 0.0128 9.117e-24 9.119e+02
 27700.0 0.4300 0.0111 9.024e-24 9.071e+02
 27860.0 0.4272 0.0094 8.931e-24 9.023e+02
 28020.0 0.4243 0.0078 8.838e-24 8.974e+02
 28180.0 0.4214 0.0062 8.746e-24 8.926e+02
 28350.0 0.4185 0.0046 8.654e-24 8.876e+02
 28510.0 0.4155 0.0030 8.563e-24 8.827e+02
